split,img_path,img,text,label,emotion,emotion_score,irony_score,humor_score_v2,tone_v3
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\13426.png,img/13426.png,they will soon be free,0.0,optimism,0.1289262622594833,0.5296201109886169,0.15070033743977546,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\97628.png,img/97628.png,"is it ok for your son or daughter to call another man ""daddy?",0.0,curiosity,0.2843984365463257,0.1143155321478843,0.020005218125879753,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\14238.png,img/14238.png,most religions are religions of peace,0.0,neutral,0.1824529320001602,0.9582274556159972,0.1676898047327995,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\28936.png,img/28936.png,when you find out there's an opening for the role of first lady,0.0,realization,0.2942209541797638,0.9520040154457092,0.1666007027029991,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\59784.png,img/59784.png,if people reject me because i stand on the truth then i have no problem walking alone,0.0,disapproval,0.3393691182136535,0.1332005709409713,0.023310099914669976,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02146.png,img/02146.png,from the bottom of my heart i would like to sincerely apologize..... for being white,0.0,remorse,0.4199718832969665,0.1437358260154724,0.02515376955270767,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\70146.png,img/70146.png,"lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border",0.0,caring,0.0858300998806953,0.3330739736557007,0.0969114903360605,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\28061.png,img/28061.png,just because they do this dosen't mean they'll do this,0.0,confusion,0.1565401703119278,0.4386739134788513,0.07676793485879897,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\97180.png,img/97180.png,if there is no race it can't be homicide,0.0,realization,0.1473031342029571,0.1746275573968887,0.030559822544455523,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\49752.png,img/49752.png,here's to all my friends who never post about politics or religion,0.0,gratitude,0.0851882100105285,0.9705262780189514,0.20817679315805432,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25610.png,img/25610.png,enjoying a day at the beach,0.0,joy,0.1679771542549133,0.838478147983551,0.2223233953118324,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\15872.png,img/15872.png,when you come home from a long day of suicide bombinb and your wife gives you this look,0.0,sadness,0.0842299833893776,0.934101402759552,0.1634677454829216,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\72640.png,img/72640.png,"is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will.",1.0,confusion,0.1605707854032516,0.510822594165802,0.08939395397901534,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\64318.png,img/64318.png,when they take too long to blow out the candle,0.0,annoyance,0.0708738043904304,0.7859327793121338,0.1375382363796234,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\17956.png,img/17956.png,one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell,0.0,curiosity,0.3156672716140747,0.1218809857964515,0.021329172514379012,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93547.png,img/93547.png,d.j. osama spin laden droppin' beats like the twin towers,1.0,excitement,0.2046617716550827,0.4667795300483703,0.17378421500325203,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\10743.png,img/10743.png,move to new york they said it'll be fun they said,0.0,amusement,0.1880085617303848,0.919427454471588,0.24550365731120105,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\37091.png,img/37091.png,my sandwich-maker is very slow today,0.0,annoyance,0.1063687056303024,0.4842588007450104,0.08474529013037681,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25719.png,img/25719.png,when you accidentally fall in the toilet,0.0,embarrassment,0.2080804854631424,0.8427801728248596,0.14748653024435043,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\76825.png,img/76825.png,two woman walking home together after a nice day out together,0.0,caring,0.1189401596784591,0.9298789501190186,0.21625188812613483,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\72598.png,img/72598.png,texas churches be like... pew pew pew,0.0,approval,0.1049884557723999,0.9397289752960204,0.21169737577438352,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\43078.png,img/43078.png,i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky,0.0,realization,0.0988823026418685,0.1385387182235717,0.024244275689125044,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\51846.png,img/51846.png,doesn't wear tampons because she trips over the string,0.0,confusion,0.1212704926729202,0.8315091729164124,0.14551410526037215,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\01569.png,img/01569.png,when you can't decide to pre heat the oven or just throw the meal in right away,0.0,realization,0.0986590012907981,0.1890516281127929,0.033084034919738756,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\95812.png,img/95812.png,happy shot in the face day 5-2-2011,0.0,excitement,0.1616307348012924,0.5202103853225708,0.16377064809203146,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\06418.png,img/06418.png,1 bomb every minute,0.0,excitement,0.2179145216941833,0.6204233765602112,0.20663562566041943,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\53976.png,img/53976.png,black power comes with a lot of responsibility,0.0,realization,0.3085001111030578,0.6878424882888794,0.12037243545055389,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\70193.png,img/70193.png,that chiken is so black no one is going to eat it,0.0,disappointment,0.1274513453245163,0.2004524171352386,0.03507917299866675,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\60427.png,img/60427.png,i hope both teams lose,0.0,disapproval,0.178430363535881,0.1430532187223434,0.025034313276410092,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\78395.png,img/78395.png,say the damn pronouns,0.0,annoyance,0.2146670073270797,0.3695239424705505,0.06466668993234632,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\04876.png,img/04876.png,goin,0.0,realization,0.094032771885395,0.3859852254390716,0.06754741445183753,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\92075.png,img/92075.png,we need problem solvers not racist and religious bigots in office,0.0,realization,0.1197473183274269,0.7163556218147278,0.12536223381757736,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\86354.png,img/86354.png,officer down,0.0,disapproval,0.117022305727005,0.2074155360460281,0.036297718808054914,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\74386.png,img/74386.png,we said we would never forget why are you voting them into our government?,1.0,curiosity,0.2107992619276046,0.0990839451551437,0.017339690402150144,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\59613.png,img/59613.png,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,0.0,curiosity,0.2201869338750839,0.7089664936065674,0.12406913638114929,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\10263.png,img/10263.png,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""",0.0,disappointment,0.1653797328472137,0.7365934252738953,0.12890384942293168,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\48279.png,img/48279.png,nice watch must have cost an arm and a leg,0.0,realization,0.0889221876859664,0.3027030825614929,0.05297303944826126,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\52610.png,img/52610.png,i'm sick of politics so here's a pic of michelle obama riding a unicorn,1.0,annoyance,0.162019208073616,0.6320323348045349,0.1106056585907936,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\58371.png,img/58371.png,when you suck at photoshop,0.0,disappointment,0.2048264443874359,0.9012871980667114,0.1577252596616745,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\27401.png,img/27401.png,for the last time.. i'm not michelle obama,0.0,disapproval,0.0979121625423431,0.5572254061698914,0.09751444607973098,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\89574.png,img/89574.png,i'm cute,0.0,amusement,0.2011301964521408,0.8110517859458923,0.23244265094399452,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25473.png,img/25473.png,and then i told them you're going on a fun camping trip,0.0,excitement,0.2209344804286956,0.9303271174430848,0.26222776174545287,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\47913.png,img/47913.png,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",0.0,curiosity,0.1195289120078086,0.2418988049030304,0.042332290858030315,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\08295.png,img/08295.png,please consider donating water to children in need,0.0,caring,0.2232928127050399,0.4288261234760284,0.17552633732557293,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02497.png,img/02497.png,you're a wizard motherfucker,0.0,disapproval,0.212489977478981,0.8151980638504028,0.14265966117382048,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\90471.png,img/90471.png,"relax mexicans you are rapists, drug lords and criminals",0.0,relief,0.2340303510427475,0.9438430666923524,0.270486194640398,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\69357.png,img/69357.png,hey look at me! i'm a serial pedofile,1.0,annoyance,0.1360035687685012,0.8993030190467834,0.1573780283331871,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\54602.png,img/54602.png,when you just finished shooting a bunch of black kids but accidently killed a squirrel,1.0,anger,0.0824716985225677,0.9447774291038512,0.16533605009317395,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\15320.png,img/15320.png,obama working to legalize medical cannabis for all of the usa,0.0,approval,0.1000603437423706,0.9528094530105592,0.2117688089609146,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\63182.png,img/63182.png,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,0.0,caring,0.0993195325136184,0.2350984066724777,0.08583601079881187,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\20619.png,img/20619.png,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,1.0,disappointment,0.219959869980812,0.4822404682636261,0.08439208194613457,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\82457.png,img/82457.png,ring ring hello? i've been waiting for your call all damn day!!!,0.0,excitement,0.2603865563869476,0.0945069715380668,0.1337126703932881,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\81059.png,img/81059.png,i like my refugees like this '' '' '',0.0,admiration,0.1664044857025146,0.5822000503540039,0.10188500881195067,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\42137.png,img/42137.png,when you get hungry you can either think about it or..,0.0,desire,0.1474538594484329,0.0593985505402088,0.07674898309633134,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\74530.png,img/74530.png,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,1.0,curiosity,0.2197394520044326,0.0770535916090011,0.013484378531575192,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\40832.png,img/40832.png,taking photo with a mosque,0.0,curiosity,0.1100525856018066,0.7974984645843506,0.13956223130226134,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46127.png,img/46127.png,"""ay, tone. how'd da gas stay in if da door is made of wood?""",0.0,curiosity,0.2425558567047119,0.045307345688343,0.007928785495460024,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\87594.png,img/87594.png,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!",0.0,curiosity,0.2040537744760513,0.0932599082589149,0.016320483945310108,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\12548.png,img/12548.png,running chocolate,0.0,joy,0.12736676633358,0.5499386787414551,0.15355431362986563,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\12894.png,img/12894.png,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free",0.0,confusion,0.0872425585985183,0.7621957659721375,0.13338425904512405,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02476.png,img/02476.png,im never doing a garden again!,0.0,disapproval,0.2204036712646484,0.1679282784461975,0.02938744872808456,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\06937.png,img/06937.png,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion",0.0,anger,0.182951733469963,0.8994585871696472,0.15740525275468825,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\05762.png,img/05762.png,"listen bitch, before you start fucking with me you should know my team is bigger",0.0,anger,0.2098241001367569,0.1114015132188797,0.019495264813303947,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\40259.png,img/40259.png,masturbation it's not just for men,0.0,desire,0.2529174089431762,0.6734314560890198,0.23166333884000773,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\85072.png,img/85072.png,what is this sleep of which you speak?,0.0,curiosity,0.4479444921016693,0.0440180860459804,0.007703165058046569,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46537.png,img/46537.png,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",0.0,realization,0.0869465842843055,0.8761753439903259,0.15333068519830703,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\56432.png,img/56432.png,"what if i told you that you cant ""tolerate"" a person who agrees with you? """,0.0,curiosity,0.3039710521697998,0.4584896564483642,0.08023568987846373,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\39805.png,img/39805.png,look both ways before you cross the street,0.0,curiosity,0.1085552051663398,0.1560396403074264,0.027306937053799617,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\29163.png,img/29163.png,what kind of punch can take out 20 kids and 6 adults? a sandy hook,1.0,curiosity,0.3214332461357116,0.0379540994763374,0.006641967408359044,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\36072.png,img/36072.png,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",0.0,anger,0.0879054218530654,0.1463773101568222,0.025616029277443886,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\60147.png,img/60147.png,meditation before going to school,0.0,caring,0.0897702425718307,0.919851541519165,0.2013706289231777,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\90583.png,img/90583.png,we can kill as many as we want and your stupid government keeps bringing us in,1.0,annoyance,0.1672101467847824,0.6877603530883789,0.1203580617904663,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\38612.png,img/38612.png,so there is this new implant that can actually fix stupid,0.0,realization,0.135988637804985,0.9793769121170044,0.17139095962047576,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\52097.png,img/52097.png,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash",1.0,disgust,0.1568992435932159,0.216632142663002,0.03791062496602535,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34961.png,img/34961.png,this cat is pushing a watermelon out of a lake. your argument is invalid,0.0,confusion,0.1081983968615531,0.127715066075325,0.022350136563181876,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\15803.png,img/15803.png,what do you call a retarded jew? auschwistic,1.0,disapproval,0.1678203791379928,0.1820931732654571,0.03186630532145499,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\89762.png,img/89762.png,that blackened chicken was so dry it reminded me of your mother,0.0,realization,0.112235888838768,0.143655240535736,0.025139667093753797,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\38465.png,img/38465.png,"yo dawg, i heard you like memes so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",0.0,amusement,0.1397435814142227,0.7073017358779907,0.18666241541504858,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\53289.png,img/53289.png,when everybody's worried about their ex but you're just here enjoying your lemonade,0.0,amusement,0.1280431747436523,0.9043758511543274,0.2158852025866508,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\75321.png,img/75321.png,cannibal tribe from indonesia will take muslim refugess in any amount,1.0,desire,0.0788449347019195,0.5901774764060974,0.13876127898693083,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\18350.png,img/18350.png,when you see the gas bill,0.0,realization,0.1208542957901954,0.8349230289459229,0.14611153006553648,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\91547.png,img/91547.png,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,0.0,admiration,0.2168320566415786,0.9794913530349731,0.1714109867811203,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\30247.png,img/30247.png,broken chair,0.0,disappointment,0.1723847687244415,0.486873060464859,0.08520278558135032,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93741.png,img/93741.png,stop being a bitch,0.0,annoyance,0.1716560423374176,0.6773263216018677,0.11853210628032683,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\51243.png,img/51243.png,honestly how often do you masturbate?,0.0,curiosity,0.4381617307662964,0.0651181414723396,0.01139567475765943,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\05384.png,img/05384.png,spending quality time with dad,0.0,caring,0.2095397710800171,0.7461153864860535,0.22486308962106705,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\01845.png,img/01845.png,when you consume too much trans fat,0.0,realization,0.1817786395549774,0.7632996439933777,0.1335774376988411,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34791.png,img/34791.png,when i was a boy we didn't have things like adhd. it was called being a little bastard,1.0,annoyance,0.0969295427203178,0.5547012686729431,0.09707272201776504,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\41385.png,img/41385.png,y'all kids claims to be victims of slavery when we were the ones who lived it,0.0,disapproval,0.1271734237670898,0.8755694627761841,0.1532246559858322,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34508.png,img/34508.png,jews are the problem. not just zionists or israelis. jews. all of them,1.0,disappointment,0.1301906108856201,0.1794447749853134,0.03140283562242984,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\80521.png,img/80521.png,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,0.0,confusion,0.2543236911296844,0.2419631779193878,0.042343556135892864,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34165.png,img/34165.png,be happy you dont have neanderthal dna,0.0,relief,0.146824449300766,0.5109865069389343,0.1554936408996582,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93072.png,img/93072.png,"black people black people ""why would white america do this?""",1.0,curiosity,0.201172798871994,0.3479655683040619,0.060893974453210827,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25468.png,img/25468.png,white people walked on all fours before black people came and showed them how to stand up,1.0,curiosity,0.0920750051736831,0.8493256568908691,0.1486319899559021,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\09617.png,img/09617.png,when you turn on the light and realize you have been fisting the wrong hole,0.0,realization,0.4217946529388428,0.2508570849895477,0.04389998987317084,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\96258.png,img/96258.png,its national hebrew day go pick up a hot girl,0.0,excitement,0.1902072131633758,0.3360609710216522,0.14440391585230825,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\96578.png,img/96578.png,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,1.0,anger,0.1989826411008834,0.5804020762443542,0.10157036334276198,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\35618.png,img/35618.png,i woke up like this,0.0,realization,0.1768835932016372,0.5793691873550415,0.10138960778713225,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\05249.png,img/05249.png,i am still so confused about the strategies in this game,0.0,confusion,0.5151486396789551,0.0881928578019142,0.015433750115334984,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\57349.png,img/57349.png,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",0.0,surprise,0.140870913863182,0.3031368553638458,0.11644086092710493,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\78409.png,img/78409.png,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,1.0,disapproval,0.090079516172409,0.208510011434555,0.03648925200104712,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\29814.png,img/29814.png,"if you hold a black baby to your ear, you can hear the police sirens",1.0,excitement,0.1221150159835815,0.3268551230430603,0.11215140372514723,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\20568.png,img/20568.png,meanwhile at the isis strip club,0.0,excitement,0.1294809728860855,0.8162744641304016,0.20111446902155877,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\84269.png,img/84269.png,just ordered the new anne frank puzzle,0.0,curiosity,0.1230422928929328,0.1957677453756332,0.03425935544073581,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\68079.png,img/68079.png,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,0.0,confusion,0.2688219845294952,0.0672411769628524,0.011767205968499169,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\41537.png,img/41537.png,i'm not transphobic i just think trans people shouldn't exist,0.0,disapproval,0.1158127188682556,0.4548682272434234,0.07960193976759909,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\12890.png,img/12890.png,hitler getting his tan on,0.0,realization,0.0687231346964836,0.7454355359077454,0.13045121878385543,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\54102.png,img/54102.png,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,1.0,confusion,0.180435225367546,0.1561683863401413,0.027329467609524725,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\63217.png,img/63217.png,when you're facetimeing and accidently fall down the stairs,0.0,embarrassment,0.2156296670436859,0.7410354018211365,0.12968119531869887,humor
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\03271.png,img/03271.png,when your wife and girlfriend dont get along,0.0,disapproval,0.1344682425260543,0.8975144624710083,0.15706503093242644,irony
