split,img_path,img,text,label,emotion,emotion_score,irony_score,humor_score,tone_v2
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\79346.png,img/79346.png,voting for hillary is like letting casey anthony watch your kids because she's not guilty,0.0,desire,0.10867317765951157,0.9069879055023193,0.16325782299041747,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\13426.png,img/13426.png,they will soon be free,0.0,optimism,0.12892626225948334,0.5296201109886169,0.17268737733364103,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\97628.png,img/97628.png,"is it ok for your son or daughter to call another man ""daddy?",0.0,curiosity,0.2843984365463257,0.11431553214788437,0.020576795786619185,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\14238.png,img/14238.png,most religions are religions of peace,0.0,neutral,0.18245293200016022,0.9582274556159973,0.17248094201087952,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\28936.png,img/28936.png,when you find out there's an opening for the role of first lady,0.0,realization,0.2942209541797638,0.9520040154457092,0.17136072278022765,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\59784.png,img/59784.png,if people reject me because i stand on the truth then i have no problem walking alone,0.0,disapproval,0.33936911821365356,0.13320057094097137,0.023976102769374844,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02146.png,img/02146.png,from the bottom of my heart i would like to sincerely apologize..... for being white,0.0,remorse,0.41997188329696655,0.1437358260154724,0.025872448682785033,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\70146.png,img/70146.png,"lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border",0.0,caring,0.08583009988069534,0.3330739736557007,0.05995331525802612,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\28061.png,img/28061.png,just because they do this dosen't mean they'll do this,0.0,confusion,0.1565401703119278,0.4386739134788513,0.07896130442619324,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\97180.png,img/97180.png,if there is no race it can't be homicide,0.0,realization,0.14730313420295715,0.17462755739688873,0.03143296033143997,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\49752.png,img/49752.png,here's to all my friends who never post about politics or religion,0.0,gratitude,0.08518821001052856,0.9705262780189514,0.2258076560497284,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25610.png,img/25610.png,enjoying a day at the beach,0.0,joy,0.16797715425491333,0.838478147983551,0.2517123591899872,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\15872.png,img/15872.png,when you come home from a long day of suicide bombinb and your wife gives you this look,0.0,sadness,0.0842299833893776,0.934101402759552,0.16813825249671935,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\72640.png,img/72640.png,"is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will.",1.0,confusion,0.16057078540325165,0.510822594165802,0.09194806694984435,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\64318.png,img/64318.png,when they take too long to blow out the candle,0.0,annoyance,0.07087380439043045,0.7859327793121338,0.14146790027618406,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\17956.png,img/17956.png,one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell,0.0,curiosity,0.3156672716140747,0.12188098579645157,0.021938577443361282,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93547.png,img/93547.png,d.j. osama spin laden droppin' beats like the twin towers,1.0,excitement,0.2046617716550827,0.46677953004837036,0.20681737840175626,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\10743.png,img/10743.png,move to new york they said it'll be fun they said,0.0,amusement,0.18800856173038483,0.9194274544715881,0.27830207884311675,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\37091.png,img/37091.png,my sandwich-maker is very slow today,0.0,annoyance,0.10636870563030243,0.4842588007450104,0.08716658413410187,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25719.png,img/25719.png,when you accidentally fall in the toilet,0.0,embarrassment,0.2080804854631424,0.8427801728248596,0.15170043110847473,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\76825.png,img/76825.png,two woman walking home together after a nice day out together,0.0,caring,0.11894015967845917,0.9298789501190186,0.16737821102142333,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\72598.png,img/72598.png,texas churches be like... pew pew pew,0.0,approval,0.1049884557723999,0.9397289752960205,0.23214428901672363,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\43078.png,img/43078.png,i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky,0.0,realization,0.09888230264186859,0.13853871822357178,0.02493696928024292,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\51846.png,img/51846.png,doesn't wear tampons because she trips over the string,0.0,confusion,0.12127049267292023,0.8315091729164124,0.1496716511249542,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\01569.png,img/01569.png,when you can't decide to pre heat the oven or just throw the meal in right away,0.0,realization,0.09865900129079819,0.18905162811279297,0.03402929306030273,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\95812.png,img/95812.png,happy shot in the face day 5-2-2011,0.0,excitement,0.16163073480129242,0.5202103853225708,0.19061631023883818,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\06418.png,img/06418.png,1 bomb every minute,0.0,excitement,0.21791452169418335,0.6204233765602112,0.242424920797348,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\53976.png,img/53976.png,black power comes with a lot of responsibility,0.0,realization,0.30850011110305786,0.6878424882888794,0.12381164789199829,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\70193.png,img/70193.png,that chiken is so black no one is going to eat it,0.0,disappointment,0.1274513453245163,0.20045241713523865,0.03608143508434295,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\60427.png,img/60427.png,i hope both teams lose,0.0,disapproval,0.17843036353588104,0.14305321872234344,0.025749579370021817,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\78395.png,img/78395.png,say the damn pronouns,0.0,annoyance,0.21466700732707977,0.36952394247055054,0.0665143096446991,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\04876.png,img/04876.png,goin,0.0,realization,0.09403277188539505,0.38598522543907166,0.06947734057903289,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\92075.png,img/92075.png,we need problem solvers not racist and religious bigots in office,0.0,realization,0.11974731832742691,0.7163556218147278,0.128944011926651,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\86354.png,img/86354.png,officer down,0.0,disapproval,0.117022305727005,0.20741553604602814,0.03733479648828506,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\74386.png,img/74386.png,we said we would never forget why are you voting them into our government?,1.0,curiosity,0.21079926192760468,0.09908394515514374,0.01783511012792587,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\59613.png,img/59613.png,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,0.0,curiosity,0.22018693387508392,0.7089664936065674,0.1276139688491821,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\10263.png,img/10263.png,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""",0.0,disappointment,0.16537973284721375,0.7365934252738953,0.13258681654930116,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\48279.png,img/48279.png,nice watch must have cost an arm and a leg,0.0,realization,0.08892218768596649,0.3027030825614929,0.05448655486106872,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\52610.png,img/52610.png,i'm sick of politics so here's a pic of michelle obama riding a unicorn,1.0,annoyance,0.16201920807361603,0.6320323348045349,0.11376582026481627,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\58371.png,img/58371.png,when you suck at photoshop,0.0,disappointment,0.2048264443874359,0.9012871980667114,0.16223169565200804,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\27401.png,img/27401.png,for the last time.. i'm not michelle obama,0.0,disapproval,0.09791216254234314,0.5572254061698914,0.10030057311058044,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\89574.png,img/89574.png,i'm cute,0.0,amusement,0.2011301964521408,0.8110517859458923,0.2666674393415451,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25473.png,img/25473.png,and then i told them you're going on a fun camping trip,0.0,excitement,0.22093448042869568,0.9303271174430847,0.3000195693969726,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\47913.png,img/47913.png,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",0.0,curiosity,0.11952891200780869,0.2418988049030304,0.043541784882545474,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\08295.png,img/08295.png,please consider donating water to children in need,0.0,caring,0.22329281270503998,0.42882612347602844,0.07718870222568511,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02497.png,img/02497.png,you're a wizard motherfucker,0.0,disapproval,0.21248997747898102,0.8151980638504028,0.1467356514930725,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\90471.png,img/90471.png,"relax mexicans you are rapists, drug lords and criminals",0.0,relief,0.2340303510427475,0.9438430666923523,0.3103099626302719,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\69357.png,img/69357.png,hey look at me! i'm a serial pedofile,1.0,annoyance,0.13600356876850128,0.8993030190467834,0.161874543428421,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\54602.png,img/54602.png,when you just finished shooting a bunch of black kids but accidently killed a squirrel,1.0,anger,0.08247169852256775,0.9447774291038513,0.17005993723869323,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\15320.png,img/15320.png,obama working to legalize medical cannabis for all of the usa,0.0,approval,0.1000603437423706,0.9528094530105591,0.23154190778732298,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\63182.png,img/63182.png,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,0.0,caring,0.09931953251361847,0.23509840667247772,0.042317713201045985,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\20619.png,img/20619.png,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,1.0,disappointment,0.21995986998081207,0.4822404682636261,0.0868032842874527,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\82457.png,img/82457.png,ring ring hello? i've been waiting for your call all damn day!!!,0.0,excitement,0.26038655638694763,0.09450697153806686,0.1732431887090206,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\81059.png,img/81059.png,i like my refugees like this '' '' '',0.0,admiration,0.16640448570251465,0.5822000503540039,0.10479600906372069,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\42137.png,img/42137.png,when you get hungry you can either think about it or..,0.0,desire,0.14745385944843292,0.059398550540208817,0.010691739097237586,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\74530.png,img/74530.png,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,1.0,curiosity,0.21973945200443268,0.07705359160900116,0.013869646489620208,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\40832.png,img/40832.png,taking photo with a mosque,0.0,curiosity,0.11005258560180664,0.7974984645843506,0.1435497236251831,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46127.png,img/46127.png,"""ay, tone. how'd da gas stay in if da door is made of wood?""",0.0,curiosity,0.24255585670471191,0.04530734568834305,0.008155322223901747,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\87594.png,img/87594.png,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!",0.0,curiosity,0.20405377447605133,0.09325990825891495,0.01678678348660469,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\12548.png,img/12548.png,running chocolate,0.0,joy,0.12736676633358002,0.5499386787414551,0.1754090219736099,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\12894.png,img/12894.png,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free",0.0,confusion,0.08724255859851837,0.7621957659721375,0.13719523787498472,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\02476.png,img/02476.png,im never doing a garden again!,0.0,disapproval,0.22040367126464844,0.1679282784461975,0.030227090120315547,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\06937.png,img/06937.png,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion",0.0,anger,0.18295173346996307,0.8994585871696472,0.1619025456905365,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\05762.png,img/05762.png,"listen bitch, before you start fucking with me you should know my team is bigger",0.0,anger,0.2098241001367569,0.1114015132188797,0.020052272379398342,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\40259.png,img/40259.png,masturbation it's not just for men,0.0,desire,0.25291740894317627,0.6734314560890198,0.12121766209602355,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\85072.png,img/85072.png,what is this sleep of which you speak?,0.0,curiosity,0.4479444921016693,0.044018086045980453,0.00792325548827648,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\46537.png,img/46537.png,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",0.0,realization,0.08694658428430557,0.8761753439903259,0.15771156191825864,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\56432.png,img/56432.png,"what if i told you that you cant ""tolerate"" a person who agrees with you? """,0.0,curiosity,0.3039710521697998,0.45848965644836426,0.08252813816070556,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\39805.png,img/39805.png,look both ways before you cross the street,0.0,curiosity,0.10855520516633987,0.15603964030742645,0.02808713525533676,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\29163.png,img/29163.png,what kind of punch can take out 20 kids and 6 adults? a sandy hook,1.0,curiosity,0.32143324613571167,0.03795409947633743,0.006831737905740738,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\36072.png,img/36072.png,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",0.0,anger,0.08790542185306549,0.1463773101568222,0.026347915828227996,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\60147.png,img/60147.png,meditation before going to school,0.0,caring,0.08977024257183075,0.919851541519165,0.1655732774734497,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\90583.png,img/90583.png,we can kill as many as we want and your stupid government keeps bringing us in,1.0,annoyance,0.1672101467847824,0.6877603530883789,0.12379686355590819,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\38612.png,img/38612.png,so there is this new implant that can actually fix stupid,0.0,realization,0.13598863780498505,0.9793769121170044,0.17628784418106078,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\52097.png,img/52097.png,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash",1.0,disgust,0.15689924359321594,0.21663214266300201,0.03899378567934036,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34961.png,img/34961.png,this cat is pushing a watermelon out of a lake. your argument is invalid,0.0,confusion,0.10819839686155319,0.127715066075325,0.0229887118935585,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\15803.png,img/15803.png,what do you call a retarded jew? auschwistic,1.0,disapproval,0.16782037913799286,0.18209317326545715,0.032776771187782286,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\89762.png,img/89762.png,that blackened chicken was so dry it reminded me of your mother,0.0,realization,0.112235888838768,0.14365524053573608,0.025857943296432494,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\38465.png,img/38465.png,"yo dawg, i heard you like memes so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",0.0,amusement,0.13974358141422272,0.7073017358779907,0.21116046130657196,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\53289.png,img/53289.png,when everybody's worried about their ex but you're just here enjoying your lemonade,0.0,amusement,0.12804317474365234,0.9043758511543274,0.23961355805397033,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\75321.png,img/75321.png,cannibal tribe from indonesia will take muslim refugess in any amount,1.0,desire,0.07884493470191956,0.5901774764060974,0.10623194575309754,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\18350.png,img/18350.png,when you see the gas bill,0.0,realization,0.12085429579019547,0.8349230289459229,0.15028614521026612,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\91547.png,img/91547.png,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,0.0,admiration,0.21683205664157867,0.9794913530349731,0.17630844354629513,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\30247.png,img/30247.png,broken chair,0.0,disappointment,0.17238476872444153,0.486873060464859,0.08763715088367462,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93741.png,img/93741.png,stop being a bitch,0.0,annoyance,0.1716560423374176,0.6773263216018677,0.12191873788833618,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\51243.png,img/51243.png,honestly how often do you masturbate?,0.0,curiosity,0.4381617307662964,0.06511814147233963,0.011721265465021133,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\05384.png,img/05384.png,spending quality time with dad,0.0,caring,0.2095397710800171,0.7461153864860535,0.1343007695674896,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\01845.png,img/01845.png,when you consume too much trans fat,0.0,realization,0.18177863955497742,0.7632996439933777,0.13739393591880797,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34791.png,img/34791.png,when i was a boy we didn't have things like adhd. it was called being a little bastard,1.0,annoyance,0.09692954272031784,0.5547012686729431,0.09984622836112976,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\41385.png,img/41385.png,y'all kids claims to be victims of slavery when we were the ones who lived it,0.0,disapproval,0.12717342376708984,0.8755694627761841,0.15760250329971312,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34508.png,img/34508.png,jews are the problem. not just zionists or israelis. jews. all of them,1.0,disappointment,0.13019061088562012,0.17944477498531342,0.03230005949735641,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\80521.png,img/80521.png,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,0.0,confusion,0.25432369112968445,0.24196317791938782,0.043553372025489805,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\34165.png,img/34165.png,be happy you dont have neanderthal dna,0.0,relief,0.146824449300766,0.5109865069389343,0.18007224082946777,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\93072.png,img/93072.png,"black people black people ""why would white america do this?""",1.0,curiosity,0.20117279887199402,0.3479655683040619,0.06263380229473114,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\25468.png,img/25468.png,white people walked on all fours before black people came and showed them how to stand up,1.0,curiosity,0.09207500517368317,0.8493256568908691,0.15287861824035645,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\09617.png,img/09617.png,when you turn on the light and realize you have been fisting the wrong hole,0.0,realization,0.4217946529388428,0.25085708498954773,0.04515427529811859,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\96258.png,img/96258.png,its national hebrew day go pick up a hot girl,0.0,excitement,0.19020721316337585,0.3360609710216522,0.1746153026819229,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\96578.png,img/96578.png,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,1.0,anger,0.19898264110088348,0.5804020762443542,0.10447237372398376,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\35618.png,img/35618.png,i woke up like this,0.0,realization,0.17688359320163727,0.5793691873550415,0.10428645372390748,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\05249.png,img/05249.png,i am still so confused about the strategies in this game,0.0,confusion,0.5151486396789551,0.08819285780191422,0.01587471440434456,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\57349.png,img/57349.png,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",0.0,surprise,0.14087091386318207,0.3031368553638458,0.1390871822834015,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\78409.png,img/78409.png,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,1.0,disapproval,0.09007951617240906,0.20851001143455505,0.03753180205821991,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\29814.png,img/29814.png,"if you hold a black baby to your ear, you can hear the police sirens",1.0,excitement,0.12211501598358154,0.3268551230430603,0.13210293173789978,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\20568.png,img/20568.png,meanwhile at the isis strip club,0.0,excitement,0.1294809728860855,0.8162744641304016,0.22461798727512358,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\84269.png,img/84269.png,just ordered the new anne frank puzzle,0.0,curiosity,0.12304229289293289,0.19576774537563324,0.03523819416761398,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\68079.png,img/68079.png,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,0.0,confusion,0.26882198452949524,0.06724117696285248,0.012103411853313446,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\41537.png,img/41537.png,i'm not transphobic i just think trans people shouldn't exist,0.0,disapproval,0.11581271886825562,0.45486822724342346,0.08187628090381623,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\12890.png,img/12890.png,hitler getting his tan on,0.0,realization,0.06872313469648361,0.7454355359077454,0.13417839646339416,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\54102.png,img/54102.png,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,1.0,confusion,0.18043522536754608,0.1561683863401413,0.028110309541225433,neutral
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\63217.png,img/63217.png,when you're facetimeing and accidently fall down the stairs,0.0,embarrassment,0.2156296670436859,0.7410354018211365,0.13338637232780456,irony
train,C:\Users\fabri\Desktop\Portfolio\SarcasmDiffusion\data\img\03271.png,img/03271.png,when your wife and girlfriend dont get along,0.0,disapproval,0.13446824252605438,0.8975144624710083,0.1615526032447815,irony
